time_str,time_seconds,wban_id,name,state,county,knots,gust_knots,lat,lon,near_any_wind_reports,near_hurricane_or_tropical_storm
2003-07-07 19:00:00 UTC,1057604400,14820,CLEVELAND HOPKINS INTL AP,OH,CUYAHOGA,39,53,41.405,-81.8528,false,false
2003-07-08 08:49:00 UTC,1057654140,14821,COLUMBUS PORT COLUMBUS INTL AP,OH,FRANKLIN,33,51,39.9942,-82.8767,false,false
2003-07-08 09:17:00 UTC,1057655820,14820,CLEVELAND HOPKINS INTL AP,OH,CUYAHOGA,39,50,41.405,-81.8528,false,false
2003-07-09 18:51:00 UTC,1057776660,13737,NORFOLK INTL AP,VA,NORFOLK (CITY),33,59,36.9033,-76.1922,false,false
2003-07-09 19:09:00 UTC,1057777740,93817,EVANSVILLE REGIONAL AP,IN,VANDERBURGH,34,56,38.0431,-87.5203,false,false
2003-07-09 19:10:00 UTC,1057777800,93817,EVANSVILLE REGIONAL AP,IN,VANDERBURGH,39,50,38.0431,-87.5203,false,false
2003-07-13 21:33:00 UTC,1058131980,23051,CLAYTON MUNICIPAL AIR PARK,NM,UNION,35,53,36.4486,-103.1539,false,false
2003-07-14 02:58:00 UTC,1058151480,23160,TUCSON INTL AP,AZ,PIMA,42,50,32.1314,-110.9553,false,false
2003-07-14 03:02:00 UTC,1058151720,23160,TUCSON INTL AP,AZ,PIMA,43,50,32.1314,-110.9553,false,false
2003-07-17 07:49:00 UTC,1058428140,93842,COLUMBUS METROPOLITAN AP,GA,MUSCOGEE,23,51,32.5161,-84.9422,false,false
2003-07-22 11:54:00 UTC,1058874840,13893,MEMPHIS INTERNATIONAL AP,TN,SHELBY,40,53,35.0564,-89.9864,false,false
2003-07-22 12:01:00 UTC,1058875260,13893,MEMPHIS INTERNATIONAL AP,TN,SHELBY,38,51,35.0564,-89.9864,false,false
2003-07-25 21:12:00 UTC,1059167520,93037,COLORADO SPRINGS MUNICIPAL AP,CO,EL PASO,34,51,38.81,-104.6883,false,false
2003-07-29 23:33:00 UTC,1059521580,12815,ORLANDO INTL AP,FL,ORANGE,31,50,28.4339,-81.325,false,false
2003-07-31 21:56:00 UTC,1059688560,24029,SHERIDAN COUNTY AP,WY,SHERIDAN,32,51,44.7694,-106.9689,false,false
2003-08-02 01:58:00 UTC,1059789480,13964,FORT SMITH REGIONAL AP,AR,SEBASTIAN,41,53,35.3331,-94.3625,false,false
2003-08-02 02:02:00 UTC,1059789720,13964,FORT SMITH REGIONAL AP,AR,SEBASTIAN,38,57,35.3331,-94.3625,false,false
2003-08-02 02:03:00 UTC,1059789780,13964,FORT SMITH REGIONAL AP,AR,SEBASTIAN,43,55,35.3331,-94.3625,false,false
2003-08-02 02:04:00 UTC,1059789840,13964,FORT SMITH REGIONAL AP,AR,SEBASTIAN,44,54,35.3331,-94.3625,false,false
2003-08-02 02:05:00 UTC,1059789900,13964,FORT SMITH REGIONAL AP,AR,SEBASTIAN,47,58,35.3331,-94.3625,false,false
2003-08-02 02:06:00 UTC,1059789960,13964,FORT SMITH REGIONAL AP,AR,SEBASTIAN,45,50,35.3331,-94.3625,false,false
2003-08-02 02:09:00 UTC,1059790140,13964,FORT SMITH REGIONAL AP,AR,SEBASTIAN,42,51,35.3331,-94.3625,false,false
2003-08-05 03:15:00 UTC,1060053300,13897,NASHVILLE INTL AP,TN,DAVIDSON,33,51,36.1253,-86.6764,false,false
2003-08-09 02:27:00 UTC,1060396020,24143,GREAT FALLS INTL AP,MT,CASCADE,39,72,47.4733,-111.3822,false,false
2003-08-11 08:38:00 UTC,1060591080,03928,WICHITA MID-CONTINENT AP,KS,SEDGWICK,43,55,37.6553,-97.4431,false,false
2003-08-11 08:39:00 UTC,1060591140,03928,WICHITA MID-CONTINENT AP,KS,SEDGWICK,52,64,37.6553,-97.4431,false,false
2003-08-11 08:40:00 UTC,1060591200,03928,WICHITA MID-CONTINENT AP,KS,SEDGWICK,57,61,37.6553,-97.4431,false,false
2003-08-11 08:41:00 UTC,1060591260,03928,WICHITA MID-CONTINENT AP,KS,SEDGWICK,51,51,37.6553,-97.4431,false,false
2003-08-13 23:09:00 UTC,1060816140,13966,WICHITA FALLS MUNICIPAL AP,TX,WICHITA,40,52,33.9786,-98.4928,false,false
2003-08-22 01:42:00 UTC,1061516520,24021,LANDER HUNT FIELD AP,WY,FREMONT,37,51,42.8175,-108.7278,false,false
2003-08-22 01:50:00 UTC,1061517000,03945,COLUMBIA REGIONAL AP,MO,BOONE,23,51,38.8169,-92.2183,false,false
2003-08-22 01:51:00 UTC,1061517060,03945,COLUMBIA REGIONAL AP,MO,BOONE,42,70,38.8169,-92.2183,false,false
2003-08-22 01:52:00 UTC,1061517120,03945,COLUMBIA REGIONAL AP,MO,BOONE,51,56,38.8169,-92.2183,false,false
2003-08-22 02:04:00 UTC,1061517840,24021,LANDER HUNT FIELD AP,WY,FREMONT,39,54,42.8175,-108.7278,false,false
2003-08-22 02:05:00 UTC,1061517900,24021,LANDER HUNT FIELD AP,WY,FREMONT,45,53,42.8175,-108.7278,false,false
2003-08-22 21:59:00 UTC,1061589540,13881,CHARLOTTE DOUGLAS INTL AP,NC,MECKLENBURG,34,54,35.2225,-80.9542,false,false
2003-08-22 23:11:00 UTC,1061593860,24144,HELENA REGIONAL AP,MT,LEWIS AND CLARK,33,50,46.6056,-111.9636,false,false
2003-08-23 05:45:00 UTC,1061617500,13893,MEMPHIS INTERNATIONAL AP,TN,SHELBY,39,50,35.0564,-89.9864,false,false
2003-08-24 01:13:00 UTC,1061687580,03928,WICHITA MID-CONTINENT AP,KS,SEDGWICK,27,55,37.6553,-97.4431,false,false
2003-08-30 20:28:00 UTC,1062275280,23034,SAN ANGELO MATHIS FIELD,TX,TOM GREEN,36,55,31.3514,-100.4939,false,false
2003-08-30 20:29:00 UTC,1062275340,23034,SAN ANGELO MATHIS FIELD,TX,TOM GREEN,45,60,31.3514,-100.4939,false,false
2003-09-08 20:59:00 UTC,1063054740,24021,LANDER HUNT FIELD AP,WY,FREMONT,40,50,42.8175,-108.7278,false,false
2003-09-08 21:01:00 UTC,1063054860,24021,LANDER HUNT FIELD AP,WY,FREMONT,40,52,42.8175,-108.7278,false,false
2003-11-05 03:05:00 UTC,1068001500,14836,LANSING CAPITAL CITY AP,MI,CLINTON,39,53,42.7803,-84.5789,false,false
2003-11-12 23:46:00 UTC,1068680760,14836,LANSING CAPITAL CITY AP,MI,CLINTON,36,54,42.7803,-84.5789,false,false
2004-01-30 16:37:00 UTC,1075480620,24153,MISSOULA INTL AP,MT,MISSOULA,22,52,46.9208,-114.0925,false,false
2004-02-17 20:46:00 UTC,1077050760,23234,SAN FRANCISCO INTL AP,CA,SAN MATEO,34,53,37.6581,-122.4378,false,false
2004-02-17 22:49:00 UTC,1077058140,23234,SAN FRANCISCO INTL AP,CA,SAN MATEO,38,51,37.6581,-122.4378,false,false
2004-02-17 22:50:00 UTC,1077058200,23234,SAN FRANCISCO INTL AP,CA,SAN MATEO,42,54,37.6581,-122.4378,false,false
2004-02-17 22:51:00 UTC,1077058260,23234,SAN FRANCISCO INTL AP,CA,SAN MATEO,40,50,37.6581,-122.4378,false,false
2004-02-17 22:55:00 UTC,1077058500,23234,SAN FRANCISCO INTL AP,CA,SAN MATEO,39,54,37.6581,-122.4378,false,false
2004-03-04 20:42:00 UTC,1078432920,13959,WACO REGIONAL AP,TX,MCLENNAN,41,55,31.6189,-97.2283,false,false
2004-03-04 20:43:00 UTC,1078432980,13959,WACO REGIONAL AP,TX,MCLENNAN,46,50,31.6189,-97.2283,false,false
2004-03-04 20:55:00 UTC,1078433700,03927,DALLAS FORT WORTH INTL AP,TX,TARRANT,36,50,32.8978,-97.0189,false,false
2004-03-27 17:13:00 UTC,1080407580,14929,ABERDEEN REGIONAL AP,SD,BROWN,41,51,45.4433,-98.4131,false,false
2004-04-04 16:27:00 UTC,1081096020,22010,DEL RIO INTERNATIONAL AP,TX,VAL VERDE,41,50,29.3772,-100.9275,false,false
2004-04-05 07:36:00 UTC,1081150560,12912,VICTORIA REGIONAL AP,TX,VICTORIA,38,56,28.8614,-96.9303,false,false
2004-04-21 02:15:00 UTC,1082513700,14942,OMAHA EPPLEY AIRFIELD,NE,DOUGLAS,45,54,41.3103,-95.8992,false,false
2004-04-21 02:16:00 UTC,1082513760,14942,OMAHA EPPLEY AIRFIELD,NE,DOUGLAS,47,51,41.3103,-95.8992,false,false
2004-04-29 20:48:00 UTC,1083271680,23194,WINSLOW MUNICIPAL AP,AZ,NAVAJO,42,54,35.0281,-110.7208,false,false
2004-05-06 03:29:00 UTC,1083814140,14939,LINCOLN MUNICIPAL AP,NE,LANCASTER,41,57,40.8311,-96.7644,false,false
2004-05-06 03:30:00 UTC,1083814200,14939,LINCOLN MUNICIPAL AP,NE,LANCASTER,48,60,40.8311,-96.7644,false,false
2004-05-06 03:32:00 UTC,1083814320,14939,LINCOLN MUNICIPAL AP,NE,LANCASTER,43,53,40.8311,-96.7644,false,false
2004-05-06 03:33:00 UTC,1083814380,14939,LINCOLN MUNICIPAL AP,NE,LANCASTER,44,56,40.8311,-96.7644,false,false
2004-05-06 03:34:00 UTC,1083814440,14939,LINCOLN MUNICIPAL AP,NE,LANCASTER,46,55,40.8311,-96.7644,false,false
2004-05-06 03:35:00 UTC,1083814500,14939,LINCOLN MUNICIPAL AP,NE,LANCASTER,49,58,40.8311,-96.7644,false,false
2004-05-06 03:36:00 UTC,1083814560,14939,LINCOLN MUNICIPAL AP,NE,LANCASTER,48,50,40.8311,-96.7644,false,false
2004-05-06 03:37:00 UTC,1083814620,14939,LINCOLN MUNICIPAL AP,NE,LANCASTER,47,53,40.8311,-96.7644,false,false
2004-05-06 03:38:00 UTC,1083814680,14939,LINCOLN MUNICIPAL AP,NE,LANCASTER,47,51,40.8311,-96.7644,false,false
2004-05-09 07:08:00 UTC,1084086480,14916,GRAND FORKS INTL AP,ND,GRAND FORKS,42,57,47.9428,-97.1839,false,false
2004-05-09 07:09:00 UTC,1084086540,14916,GRAND FORKS INTL AP,ND,GRAND FORKS,43,51,47.9428,-97.1839,false,false
2004-05-11 18:16:00 UTC,1084299360,12912,VICTORIA REGIONAL AP,TX,VICTORIA,29,51,28.8614,-96.9303,false,false
2004-05-12 01:41:00 UTC,1084326060,14929,ABERDEEN REGIONAL AP,SD,BROWN,28,50,45.4433,-98.4131,false,false
2004-05-13 00:24:00 UTC,1084407840,12916,NEW ORLEANS INTL AP,LA,JEFFERSON,38,56,29.9933,-90.2511,false,false
2004-05-17 00:47:00 UTC,1084754820,14935,GRAND ISLAND CENTRAL NE REGIONAL AP,NE,HALL,37,52,40.9611,-98.3136,false,false
2004-05-17 00:49:00 UTC,1084754940,14935,GRAND ISLAND CENTRAL NE REGIONAL AP,NE,HALL,43,50,40.9611,-98.3136,false,false
2004-05-21 01:20:00 UTC,1085102400,94846,CHICAGO OHARE INTL AP,IL,COOK,25,50,41.995,-87.9336,false,false
2004-05-21 20:05:00 UTC,1085169900,14891,MANSFIELD LAHM MUNICIPAL AP,OH,RICHLAND,37,50,40.8203,-82.5178,false,false
2004-05-21 20:06:00 UTC,1085169960,14891,MANSFIELD LAHM MUNICIPAL AP,OH,RICHLAND,40,52,40.8203,-82.5178,false,false
2004-05-23 22:47:00 UTC,1085352420,94847,DETROIT METROPOLITAN AP,MI,WAYNE,44,68,42.2313,-83.3308,false,false
2004-05-23 22:48:00 UTC,1085352480,94847,DETROIT METROPOLITAN AP,MI,WAYNE,53,60,42.2313,-83.3308,false,false
2004-05-28 00:00:00 UTC,1085702400,22010,DEL RIO INTERNATIONAL AP,TX,VAL VERDE,51,63,29.3772,-100.9275,false,false
2004-05-28 00:01:00 UTC,1085702460,22010,DEL RIO INTERNATIONAL AP,TX,VAL VERDE,47,53,29.3772,-100.9275,false,false
2004-05-28 00:02:00 UTC,1085702520,22010,DEL RIO INTERNATIONAL AP,TX,VAL VERDE,45,55,29.3772,-100.9275,false,false
2004-05-28 00:25:00 UTC,1085703900,13994,ST LOUIS LAMBERT INTL AP,MO,ST. LOUIS,29,52,38.7525,-90.3736,false,false
2004-05-29 00:27:00 UTC,1085790420,23066,GRAND JUNCTION WALKER FIELD,CO,MESA,30,59,39.1342,-108.54,false,false
2004-05-29 00:28:00 UTC,1085790480,23066,GRAND JUNCTION WALKER FIELD,CO,MESA,37,55,39.1342,-108.54,false,false
2004-05-29 22:47:00 UTC,1085870820,23065,GOODLAND RENNER FIELD,KS,SHERMAN,37,54,39.3706,-101.6986,false,false
2004-05-29 22:48:00 UTC,1085870880,23065,GOODLAND RENNER FIELD,KS,SHERMAN,47,52,39.3706,-101.6986,false,false
2004-05-29 22:50:00 UTC,1085871000,23065,GOODLAND RENNER FIELD,KS,SHERMAN,46,52,39.3706,-101.6986,false,false
2004-05-29 22:53:00 UTC,1085871180,23065,GOODLAND RENNER FIELD,KS,SHERMAN,45,54,39.3706,-101.6986,false,false
2004-05-29 22:54:00 UTC,1085871240,23065,GOODLAND RENNER FIELD,KS,SHERMAN,45,51,39.3706,-101.6986,false,false
2004-05-29 22:57:00 UTC,1085871420,23065,GOODLAND RENNER FIELD,KS,SHERMAN,42,53,39.3706,-101.6986,false,false
2004-05-29 22:58:00 UTC,1085871480,23065,GOODLAND RENNER FIELD,KS,SHERMAN,46,51,39.3706,-101.6986,false,false
2004-05-29 22:59:00 UTC,1085871540,23065,GOODLAND RENNER FIELD,KS,SHERMAN,47,53,39.3706,-101.6986,false,false
2004-05-29 23:03:00 UTC,1085871780,23065,GOODLAND RENNER FIELD,KS,SHERMAN,40,51,39.3706,-101.6986,false,false
2004-05-29 23:05:00 UTC,1085871900,23065,GOODLAND RENNER FIELD,KS,SHERMAN,42,51,39.3706,-101.6986,false,false
2004-05-29 23:06:00 UTC,1085871960,23065,GOODLAND RENNER FIELD,KS,SHERMAN,42,53,39.3706,-101.6986,false,false
2004-05-29 23:12:00 UTC,1085872320,23065,GOODLAND RENNER FIELD,KS,SHERMAN,44,58,39.3706,-101.6986,false,false
2004-05-29 23:13:00 UTC,1085872380,23065,GOODLAND RENNER FIELD,KS,SHERMAN,45,50,39.3706,-101.6986,false,false
2004-05-29 23:14:00 UTC,1085872440,23065,GOODLAND RENNER FIELD,KS,SHERMAN,44,51,39.3706,-101.6986,false,false
2004-05-29 23:16:00 UTC,1085872560,23065,GOODLAND RENNER FIELD,KS,SHERMAN,43,52,39.3706,-101.6986,false,false
2004-05-29 23:22:00 UTC,1085872920,23065,GOODLAND RENNER FIELD,KS,SHERMAN,44,52,39.3706,-101.6986,false,false
2004-05-29 23:26:00 UTC,1085873160,23065,GOODLAND RENNER FIELD,KS,SHERMAN,41,51,39.3706,-101.6986,false,false
2004-05-30 00:03:00 UTC,1085875380,23065,GOODLAND RENNER FIELD,KS,SHERMAN,39,52,39.3706,-101.6986,false,false
2004-05-30 01:50:00 UTC,1085881800,14943,SIOUX CITY GATEWAY AP,IA,WOODBURY,45,56,42.3914,-96.3792,false,false
2004-05-30 02:58:00 UTC,1085885880,14935,GRAND ISLAND CENTRAL NE REGIONAL AP,NE,HALL,43,51,40.9611,-98.3136,false,false
2004-05-30 05:33:00 UTC,1085895180,14942,OMAHA EPPLEY AIRFIELD,NE,DOUGLAS,30,55,41.3103,-95.8992,false,false
2004-05-30 05:34:00 UTC,1085895240,14942,OMAHA EPPLEY AIRFIELD,NE,DOUGLAS,45,58,41.3103,-95.8992,false,false
2004-05-31 01:32:00 UTC,1085967120,93817,EVANSVILLE REGIONAL AP,IN,VANDERBURGH,20,51,38.0431,-87.5203,false,false
2004-05-31 01:33:00 UTC,1085967180,93817,EVANSVILLE REGIONAL AP,IN,VANDERBURGH,37,50,38.0431,-87.5203,false,false
2004-05-31 01:34:00 UTC,1085967240,93817,EVANSVILLE REGIONAL AP,IN,VANDERBURGH,45,54,38.0431,-87.5203,false,false
2004-06-02 06:02:00 UTC,1086156120,13957,SHREVEPORT REGIONAL AP,LA,CADDO,37,51,32.4472,-93.8239,false,false
2004-06-03 01:58:00 UTC,1086227880,13966,WICHITA FALLS MUNICIPAL AP,TX,WICHITA,41,50,33.9786,-98.4928,false,false
2004-06-04 00:49:00 UTC,1086310140,24156,POCATELLO REGIONAL AP,ID,POWER,46,52,42.9203,-112.5711,false,false
2004-06-04 00:50:00 UTC,1086310200,24156,POCATELLO REGIONAL AP,ID,POWER,45,51,42.9203,-112.5711,false,false
2004-06-04 00:55:00 UTC,1086310500,24156,POCATELLO REGIONAL AP,ID,POWER,37,52,42.9203,-112.5711,false,false
2004-06-04 00:56:00 UTC,1086310560,24156,POCATELLO REGIONAL AP,ID,POWER,53,73,42.9203,-112.5711,false,false
2004-06-04 01:18:00 UTC,1086311880,24156,POCATELLO REGIONAL AP,ID,POWER,39,51,42.9203,-112.5711,false,false
2004-06-04 01:23:00 UTC,1086312180,24156,POCATELLO REGIONAL AP,ID,POWER,36,53,42.9203,-112.5711,false,false
2004-06-04 01:24:00 UTC,1086312240,24156,POCATELLO REGIONAL AP,ID,POWER,42,52,42.9203,-112.5711,false,false
2004-06-06 00:12:00 UTC,1086480720,24143,GREAT FALLS INTL AP,MT,CASCADE,38,52,47.4733,-111.3822,false,false
2004-06-09 21:00:00 UTC,1086814800,94765,LEBANON MUNICIPAL AP,NH,GRAFTON,38,50,43.6264,-72.3047,false,false
2004-06-09 22:12:00 UTC,1086819120,14745,CONCORD MUNICIPAL AP,NH,MERRIMACK,37,50,43.2049,-71.5027,false,false
2004-06-12 04:09:00 UTC,1087013340,13966,WICHITA FALLS MUNICIPAL AP,TX,WICHITA,44,53,33.9786,-98.4928,false,false
2004-06-12 04:10:00 UTC,1087013400,13966,WICHITA FALLS MUNICIPAL AP,TX,WICHITA,49,59,33.9786,-98.4928,false,false
2004-06-12 04:14:00 UTC,1087013640,13966,WICHITA FALLS MUNICIPAL AP,TX,WICHITA,49,56,33.9786,-98.4928,false,false
2004-06-12 04:17:00 UTC,1087013820,13966,WICHITA FALLS MUNICIPAL AP,TX,WICHITA,43,51,33.9786,-98.4928,false,false
2004-06-12 04:18:00 UTC,1087013880,13966,WICHITA FALLS MUNICIPAL AP,TX,WICHITA,47,56,33.9786,-98.4928,false,false
2004-06-12 04:19:00 UTC,1087013940,13966,WICHITA FALLS MUNICIPAL AP,TX,WICHITA,46,53,33.9786,-98.4928,false,false
2004-06-12 04:21:00 UTC,1087014060,13966,WICHITA FALLS MUNICIPAL AP,TX,WICHITA,43,52,33.9786,-98.4928,false,false
2004-06-12 04:23:00 UTC,1087014180,13966,WICHITA FALLS MUNICIPAL AP,TX,WICHITA,42,52,33.9786,-98.4928,false,false
2004-06-12 04:25:00 UTC,1087014300,13966,WICHITA FALLS MUNICIPAL AP,TX,WICHITA,45,51,33.9786,-98.4928,false,false
2004-06-12 04:26:00 UTC,1087014360,13966,WICHITA FALLS MUNICIPAL AP,TX,WICHITA,46,56,33.9786,-98.4928,false,false
2004-06-12 04:27:00 UTC,1087014420,13966,WICHITA FALLS MUNICIPAL AP,TX,WICHITA,45,51,33.9786,-98.4928,false,false
2004-06-12 04:28:00 UTC,1087014480,13966,WICHITA FALLS MUNICIPAL AP,TX,WICHITA,46,51,33.9786,-98.4928,false,false
2004-06-12 04:29:00 UTC,1087014540,13966,WICHITA FALLS MUNICIPAL AP,TX,WICHITA,46,51,33.9786,-98.4928,false,false
2004-06-12 04:30:00 UTC,1087014600,13966,WICHITA FALLS MUNICIPAL AP,TX,WICHITA,46,51,33.9786,-98.4928,false,false
2004-06-12 04:32:00 UTC,1087014720,13966,WICHITA FALLS MUNICIPAL AP,TX,WICHITA,42,53,33.9786,-98.4928,false,false
2004-06-12 04:54:00 UTC,1087016040,13966,WICHITA FALLS MUNICIPAL AP,TX,WICHITA,38,51,33.9786,-98.4928,false,false
2004-06-12 04:55:00 UTC,1087016100,13966,WICHITA FALLS MUNICIPAL AP,TX,WICHITA,44,52,33.9786,-98.4928,false,false
2004-06-12 04:56:00 UTC,1087016160,13966,WICHITA FALLS MUNICIPAL AP,TX,WICHITA,46,50,33.9786,-98.4928,false,false
2004-06-16 02:09:00 UTC,1087351740,23065,GOODLAND RENNER FIELD,KS,SHERMAN,36,56,39.3706,-101.6986,false,false
